date,risk_score,alert
2011-06-07,0.13357098,False
2011-06-08,0.14028303,False
2011-06-09,0.2802156,False
2011-06-10,0.306364,False
2011-06-11,0.4206601,False
2011-06-12,0.3960645,False
2011-06-13,0.42314395,False
2011-06-14,0.40195042,False
2011-06-15,0.3865535,False
2011-06-16,0.39134994,False
2011-06-17,0.39972574,False
2011-06-18,0.36658052,False
2011-06-19,0.24092817,False
2011-06-20,0.19554055,False
2011-06-21,0.16979983,False
2011-06-22,0.15478627,False
2011-06-23,0.16871792,False
2011-06-24,0.11742872,False
2011-06-25,0.10819501,False
2011-06-26,0.09916779,False
2011-06-27,0.095061935,False
2011-06-28,0.08736689,False
2011-06-29,0.085354224,False
2011-06-30,0.08184327,False
2011-07-01,0.10808484,False
2011-07-02,0.121830456,False
2011-07-03,0.08185635,False
2011-07-04,0.25278655,False
2011-07-05,0.49008965,False
